X,Y,Site,Address,City,State,Type,API,Org
573043.637513738,4183701.70268563,Oakland Hebrew Day,5500 Redwood Road,Oakland,CA,K-8,"0",private
564856.03512606,4192355.50289908,Pacific Boychoir Academy,2401 Le Conte Avenue,Oakland,CA,4 to 8,"0",private
565258.079081655,4187447.14656729,Park Day,370 43rd Street,Oakland,CA,K-8,"0",private
568744.048643888,4182374.41342801,Patten Academy of Christian Education,2433 Coolidge Avenue,Oakland,CA,K-12,"0",private
561823.232417673,4184498.85780628,Pentecostal Way of Truth School Academy,1575 Seventh Street,Oakland,CA,K-12,"0",private
568560.348635549,4183702.04931738,Redwood Day School,3245 Sheffield Avenue,Oakland,CA,K-8,"0",private
568460.963860237,4181560.7859638,Saint Elizabeth High,1530 34th Avenue,Oakland,CA,9 to 12,"0",private
568946.037374457,4183598.49924628,Saint Jarlath School,2634 Pleasant Street,Oakland,CA,K-8,"0",private
565936.954072986,4187075.36790727,Saint Leo the Great School,4238 Howe Street,Oakland,CA,K-8,"0",private
562824.881692948,4184379.71681316,"Saint Vincent's Day Home, Inc.",1086 Eighth Street,Oakland,CA,K,"0",private
563886.221509506,4185752.96733391,St. Andrew M.B.C. Private P. C. P. C.,2624 West Street,Oakland,CA,K-12,"0",private
566535.276767871,4182773.37674573,St. Anthony School,1500 East 15th Street,Oakland,CA,K-8,"0",private
570857.177649272,4180047.3180127,St. Bernard,1630 62nd Avenue,Oakland,CA,K-8,"0",private
568371.035815374,4181612.92597143,St. Elizabeth Elementary,1516 33rd Avenue,Oakland,CA,K-8,"0",private
571065.920774003,4182662.55723443,St. Lawrence O'Toole Elementary,3695 High Street,Oakland,CA,K-8,"0",private
564306.555748229,4187272.00546709,St. Martin De Porres,675 41st Street,Oakland,CA,K-8,"0",private
565136.250091769,4185142.09876142,St. Paul's Episcopal,116 Montecito Avenue,Oakland,CA,K-8,"0",private
567748.875547729,4187913.35054738,St. Theresa School,4850 Clarewood,Oakland,CA,K-8,"0",private
564592.952930528,4184160.90442704,Starlite School,246 14th Street,Oakland,CA,K,"0",private
569207.67731608,4185455.21306604,Corpus Christi Elementary,One Estates Drive,Piedmont,CA,K-8,"0",private
569415.072899129,4185956.42667231,Zion Lutheran,5201 Park Boulevard,Piedmont,CA,K-8,"0",private
597107.583506853,4172074.76587892,Carden West,4576 Willow Road,Pleasanton,CA,K-6,"0",private
599823.912994695,4172190.97043147,Hacienda School,3800 Stoneridge Drive,Pleasanton,CA,1 to 8,"0",private
597853.091151308,4170194.44253013,Hillview Christian Academy,5492 Greenfield Way,Pleasanton,CA,1 to 12,"0",private
599362.911170922,4168648.65983974,Lighthouse Baptist School,118 Neal Street,Pleasanton,CA,K-12,"0",private
600091.134901987,4170098.48943972,"Quarry Lane, The",3750 Boulder Street,Pleasanton,CA,K,"0",private
576069.627038064,4175075.4210434,Assumption,1851 136th Avenue,San Leandro,CA,K-8,"0",private
577804.378941709,4173098.81463261,International Bible Baptist Academy,15963 Marcella Street,San Leandro,CA,K-12,"0",private
574904.442004078,4174547.86220123,"Principled Academy, The",2305 Washington Avenue,San Leandro,CA,K-8,"0",private
574060.495132791,4175575.04490183,St. Leander,451 Davis Street,San Leandro,CA,K-8,"0",private
577022.610977166,4170036.97599391,Calvary Lutheran Elementary,17200 Via Magdalena,San Lorenzo,CA,K-8,"0",private
575682.597374849,4171521.7936829,Chinese Christian Schools–San Leandro,750 Fargo Avenue,San Lorenzo,CA,K-12,"0",private
576280.424037315,4170273.57607501,Redwood Christian Junior–Senior,1000 Paseo Grande,San Lorenzo,CA,6 to 12,"0",private
574174.287244867,4171847.956125,St. Felicitas Catholic School,1650 Manor Boulevard,San Lorenzo,CA,K-8,"0",private
577814.519873816,4171433.44352643,St. John Elementary,270 East Lewelling Boulevard,San Lorenzo,CA,K-8,"0",private
